E05000026	Abbey	Barking and Dagenham
E05000027	Alibon	Barking and Dagenham
E05000028	Becontree	Barking and Dagenham
E05000029	Chadwell Heath	Barking and Dagenham
E05000030	Eastbrook	Barking and Dagenham
E05000031	Eastbury	Barking and Dagenham
E05000032	Gascoigne	Barking and Dagenham
E05000033	Goresbrook	Barking and Dagenham
E05000034	Heath	Barking and Dagenham
E05000035	Longbridge	Barking and Dagenham
E05000036	Mayesbrook	Barking and Dagenham
E05000037	Parsloes	Barking and Dagenham
E05000038	River	Barking and Dagenham
E05000039	Thames	Barking and Dagenham
E05000040	Valence	Barking and Dagenham
E05000041	Village	Barking and Dagenham
E05000042	Whalebone	Barking and Dagenham
E05000043	Brunswick Park	Barnet
E05000044	Burnt Oak	Barnet
E05000045	Childs Hill	Barnet
E05000046	Colindale	Barnet
E05000047	Coppetts	Barnet
E05000048	East Barnet	Barnet
E05000049	East Finchley	Barnet
E05000050	Edgware	Barnet
E05000051	Finchley Church End	Barnet
E05000052	Garden Suburb	Barnet
E05000053	Golders Green	Barnet
E05000054	Hale	Barnet
E05000055	Hendon	Barnet
E05000056	High Barnet	Barnet
E05000057	Mill Hill	Barnet
E05000058	Oakleigh	Barnet
E05000059	Totteridge	Barnet
E05000060	Underhill	Barnet
E05000061	West Finchley	Barnet
E05000062	West Hendon	Barnet
E05000063	Woodhouse	Barnet
E05000064	Barnehurst	Bexley
E05000065	Belvedere	Bexley
E05000066	Blackfen and Lamorbey	Bexley
E05000067	Blendon and Penhill	Bexley
E05000068	Brampton	Bexley
E05000069	Christchurch	Bexley
E05000070	Colyers	Bexley
E05000071	Crayford	Bexley
E05000072	Cray Meadows	Bexley
E05000073	Danson Park	Bexley
E05000074	East Wickham	Bexley
E05000075	Erith	Bexley
E05000076	Falconwood and Welling	Bexley
E05000077	Lesnes Abbey	Bexley
E05000078	Longlands	Bexley
E05000079	North End	Bexley
E05000080	Northumberland Heath	Bexley
E05000081	St. Mary's	Bexley
E05000082	St. Michael's	Bexley
E05000083	Sidcup	Bexley
E05000084	Thamesmead East	Bexley
E05000085	Alperton	Brent
E05000086	Barnhill	Brent
E05000087	Brondesbury Park	Brent
E05000088	Dollis Hill	Brent
E05000089	Dudden Hill	Brent
E05000090	Fryent	Brent
E05000091	Harlesden	Brent
E05000092	Kensal Green	Brent
E05000093	Kenton	Brent
E05000094	Kilburn	Brent
E05000095	Mapesbury	Brent
E05000096	Northwick Park	Brent
E05000097	Preston	Brent
E05000098	Queens Park	Brent
E05000099	Queensbury	Brent
E05000100	Stonebridge	Brent
E05000101	Sudbury	Brent
E05000102	Tokyngton	Brent
E05000103	Welsh Harp	Brent
E05000104	Wembley Central	Brent
E05000105	Willesden Green	Brent
E05000106	Bickley	Bromley
E05000107	Biggin Hill	Bromley
E05000108	Bromley Common and Keston	Bromley
E05000109	Bromley Town	Bromley
E05000110	Chelsfield and Pratts Bottom	Bromley
E05000111	Chislehurst	Bromley
E05000112	Clock House	Bromley
E05000113	Copers Cope	Bromley
E05000114	Cray Valley East	Bromley
E05000115	Cray Valley West	Bromley
E05000116	Crystal Palace	Bromley
E05000117	Darwin	Bromley
E05000118	Farnborough and Crofton	Bromley
E05000119	Hayes and Coney Hall	Bromley
E05000120	Kelsey and Eden Park	Bromley
E05000121	Mottingham and Chislehurst North	Bromley
E05000122	Orpington	Bromley
E05000123	Penge and Cator	Bromley
E05000124	Petts Wood and Knoll	Bromley
E05000125	Plaistow and Sundridge	Bromley
E05000126	Shortlands	Bromley
E05000127	West Wickham	Bromley
E05000128	Belsize	Camden
E05000129	Bloomsbury	Camden
E05000130	Camden Town with Primrose Hill	Camden
E05000131	Cantelowes	Camden
E05000132	Fortune Green	Camden
E05000133	Frognal and Fitzjohns	Camden
E05000134	Gospel Oak	Camden
E05000135	Hampstead Town	Camden
E05000136	Haverstock	Camden
E05000137	Highgate	Camden
E05000138	Holborn and Covent Garden	Camden
E05000139	Kentish Town	Camden
E05000140	Kilburn	Camden
E05000141	King's Cross	Camden
E05000142	Regent's Park	Camden
E05000143	St. Pancras and Somers Town	Camden
E05000144	Swiss Cottage	Camden
E05000145	West Hampstead	Camden
E09000001	City of London	City of London
E05000146	Addiscombe	Croydon
E05000147	Ashburton	Croydon
E05000148	Bensham Manor	Croydon
E05000149	Broad Green	Croydon
E05000150	Coulsdon East	Croydon
E05000151	Coulsdon West	Croydon
E05000152	Croham	Croydon
E05000153	Fairfield	Croydon
E05000154	Fieldway	Croydon
E05000155	Heathfield	Croydon
E05000156	Kenley	Croydon
E05000157	New Addington	Croydon
E05000158	Norbury	Croydon
E05000159	Purley	Croydon
E05000160	Sanderstead	Croydon
E05000161	Selhurst	Croydon
E05000162	Selsdon and Ballards	Croydon
E05000163	Shirley	Croydon
E05000164	South Norwood	Croydon
E05000165	Thornton Heath	Croydon
E05000166	Upper Norwood	Croydon
E05000167	Waddon	Croydon
E05000168	West Thornton	Croydon
E05000169	Woodside	Croydon
E05000170	Acton Central	Ealing
E05000171	Cleveland	Ealing
E05000172	Dormers Wells	Ealing
E05000173	Ealing Broadway	Ealing
E05000174	Ealing Common	Ealing
E05000175	East Acton	Ealing
E05000176	Elthorne	Ealing
E05000177	Greenford Broadway	Ealing
E05000178	Greenford Green	Ealing
E05000179	Hanger Hill	Ealing
E05000180	Hobbayne	Ealing
E05000181	Lady Margaret	Ealing
E05000182	Northfield	Ealing
E05000183	North Greenford	Ealing
E05000184	Northolt Mandeville	Ealing
E05000185	Northolt West End	Ealing
E05000186	Norwood Green	Ealing
E05000187	Perivale	Ealing
E05000188	South Acton	Ealing
E05000189	Southall Broadway	Ealing
E05000190	Southall Green	Ealing
E05000191	Southfield	Ealing
E05000192	Walpole	Ealing
E05000193	Bowes	Enfield
E05000194	Bush Hill Park	Enfield
E05000195	Chase	Enfield
E05000196	Cockfosters	Enfield
E05000197	Edmonton Green	Enfield
E05000198	Enfield Highway	Enfield
E05000199	Enfield Lock	Enfield
E05000200	Grange	Enfield
E05000201	Haselbury	Enfield
E05000202	Highlands	Enfield
E05000203	Jubilee	Enfield
E05000204	Lower Edmonton	Enfield
E05000205	Palmers Green	Enfield
E05000206	Ponders End	Enfield
E05000207	Southbury	Enfield
E05000208	Southgate	Enfield
E05000209	Southgate Green	Enfield
E05000210	Town	Enfield
E05000211	Turkey Street	Enfield
E05000212	Upper Edmonton	Enfield
E05000213	Winchmore Hill	Enfield
E05000214	Abbey Wood	Greenwich
E05000215	Blackheath Westcombe	Greenwich
E05000216	Charlton	Greenwich
E05000217	Coldharbour and New Eltham	Greenwich
E05000218	Eltham North	Greenwich
E05000219	Eltham South	Greenwich
E05000220	Eltham West	Greenwich
E05000221	Glyndon	Greenwich
E05000222	Greenwich West	Greenwich
E05000223	Kidbrooke with Hornfair	Greenwich
E05000224	Middle Park and Sutcliffe	Greenwich
E05000225	Peninsula	Greenwich
E05000226	Plumstead	Greenwich
E05000227	Shooters Hill	Greenwich
E05000228	Thamesmead Moorings	Greenwich
E05000229	Woolwich Common	Greenwich
E05000230	Woolwich Riverside	Greenwich
E05009367	Brownswood	Hackney
E05009368	Cazenove	Hackney
E05009369	Clissold	Hackney
E05009370	Dalston	Hackney
E05009371	De Beauvoir	Hackney
E05009372	Hackney Central	Hackney
E05009373	Hackney Downs	Hackney
E05009374	Hackney Wick	Hackney
E05009375	Haggerston	Hackney
E05009376	Homerton	Hackney
E05009377	Hoxton East and Shoreditch	Hackney
E05009378	Hoxton West	Hackney
E05009379	King's Park	Hackney
E05009380	Lea Bridge	Hackney
E05009381	London Fields	Hackney
E05009382	Shacklewell	Hackney
E05009383	Springfield	Hackney
E05009384	Stamford Hill West	Hackney
E05009385	Stoke Newington	Hackney
E05009386	Victoria	Hackney
E05009387	Woodberry Down	Hackney
E05000250	Addison	Hammersmith and Fulham
E05000251	Askew	Hammersmith and Fulham
E05000252	Avonmore and Brook Green	Hammersmith and Fulham
E05000253	College Park and Old Oak	Hammersmith and Fulham
E05000254	Fulham Broadway	Hammersmith and Fulham
E05000255	Fulham Reach	Hammersmith and Fulham
E05000256	Hammersmith Broadway	Hammersmith and Fulham
E05000257	Munster	Hammersmith and Fulham
E05000258	North End	Hammersmith and Fulham
E05000259	Palace Riverside	Hammersmith and Fulham
E05000260	Parsons Green and Walham	Hammersmith and Fulham
E05000261	Ravenscourt Park	Hammersmith and Fulham
E05000262	Sands End	Hammersmith and Fulham
E05000263	Shepherd's Bush Green	Hammersmith and Fulham
E05000264	Town	Hammersmith and Fulham
E05000265	Wormholt and White City	Hammersmith and Fulham
E05000266	Alexandra	Haringey
E05000267	Bounds Green	Haringey
E05000268	Bruce Grove	Haringey
E05000269	Crouch End	Haringey
E05000270	Fortis Green	Haringey
E05000271	Harringay	Haringey
E05000272	Highgate	Haringey
E05000273	Hornsey	Haringey
E05000274	Muswell Hill	Haringey
E05000275	Noel Park	Haringey
E05000276	Northumberland Park	Haringey
E05000277	St. Ann's	Haringey
E05000278	Seven Sisters	Haringey
E05000279	Stroud Green	Haringey
E05000280	Tottenham Green	Haringey
E05000281	Tottenham Hale	Haringey
E05000282	West Green	Haringey
E05000283	White Hart Lane	Haringey
E05000284	Woodside	Haringey
E05000285	Belmont	Harrow
E05000286	Canons	Harrow
E05000287	Edgware	Harrow
E05000288	Greenhill	Harrow
E05000289	Harrow on the Hill	Harrow
E05000290	Harrow Weald	Harrow
E05000291	Hatch End	Harrow
E05000292	Headstone North	Harrow
E05000293	Headstone South	Harrow
E05000294	Kenton East	Harrow
E05000295	Kenton West	Harrow
E05000296	Marlborough	Harrow
E05000297	Pinner	Harrow
E05000298	Pinner South	Harrow
E05000299	Queensbury	Harrow
E05000300	Rayners Lane	Harrow
E05000301	Roxbourne	Harrow
E05000302	Roxeth	Harrow
E05000303	Stanmore Park	Harrow
E05000304	Wealdstone	Harrow
E05000305	West Harrow	Harrow
E05000306	Brooklands	Havering
E05000307	Cranham	Havering
E05000308	Elm Park	Havering
E05000309	Emerson Park	Havering
E05000310	Gooshays	Havering
E05000311	Hacton	Havering
E05000312	Harold Wood	Havering
E05000313	Havering Park	Havering
E05000314	Heaton	Havering
E05000315	Hylands	Havering
E05000316	Mawneys	Havering
E05000317	Pettits	Havering
E05000318	Rainham and Wennington	Havering
E05000319	Romford Town	Havering
E05000320	St. Andrew's	Havering
E05000321	South Hornchurch	Havering
E05000322	Squirrel's Heath	Havering
E05000323	Upminster	Havering
E05000324	Barnhill	Hillingdon
E05000325	Botwell	Hillingdon
E05000326	Brunel	Hillingdon
E05000327	Cavendish	Hillingdon
E05000328	Charville	Hillingdon
E05000329	Eastcote and East Ruislip	Hillingdon
E05000330	Harefield	Hillingdon
E05000331	Heathrow Villages	Hillingdon
E05000332	Hillingdon East	Hillingdon
E05000333	Ickenham	Hillingdon
E05000334	Manor	Hillingdon
E05000335	Northwood	Hillingdon
E05000336	Northwood Hills	Hillingdon
E05000337	Pinkwell	Hillingdon
E05000338	South Ruislip	Hillingdon
E05000339	Townfield	Hillingdon
E05000340	Uxbridge North	Hillingdon
E05000341	Uxbridge South	Hillingdon
E05000342	West Drayton	Hillingdon
E05000343	West Ruislip	Hillingdon
E05000344	Yeading	Hillingdon
E05000345	Yiewsley	Hillingdon
E05000346	Bedfont	Hounslow
E05000347	Brentford	Hounslow
E05000348	Chiswick Homefields	Hounslow
E05000349	Chiswick Riverside	Hounslow
E05000350	Cranford	Hounslow
E05000351	Feltham North	Hounslow
E05000352	Feltham West	Hounslow
E05000353	Hanworth	Hounslow
E05000354	Hanworth Park	Hounslow
E05000355	Heston Central	Hounslow
E05000356	Heston East	Hounslow
E05000357	Heston West	Hounslow
E05000358	Hounslow Central	Hounslow
E05000359	Hounslow Heath	Hounslow
E05000360	Hounslow South	Hounslow
E05000361	Hounslow West	Hounslow
E05000362	Isleworth	Hounslow
E05000363	Osterley and Spring Grove	Hounslow
E05000364	Syon	Hounslow
E05000365	Turnham Green	Hounslow
E05000366	Barnsbury	Islington
E05000367	Bunhill	Islington
E05000368	Caledonian	Islington
E05000369	Canonbury	Islington
E05000370	Clerkenwell	Islington
E05000371	Finsbury Park	Islington
E05000372	Highbury East	Islington
E05000373	Highbury West	Islington
E05000374	Hillrise	Islington
E05000375	Holloway	Islington
E05000376	Junction	Islington
E05000377	Mildmay	Islington
E05000378	St. George's	Islington
E05000379	St. Mary's	Islington
E05000380	St. Peter's	Islington
E05000381	Tollington	Islington
E05009388	Abingdon	Kensington and Chelsea
E05009389	Brompton and Hans Town	Kensington and Chelsea
E05009390	Campden	Kensington and Chelsea
E05009391	Chelsea Riverside	Kensington and Chelsea
E05009392	Colville	Kensington and Chelsea
E05009393	Courtfield	Kensington and Chelsea
E05009394	Dalgarno	Kensington and Chelsea
E05009395	Earl's Court	Kensington and Chelsea
E05009396	Golborne	Kensington and Chelsea
E05009397	Holland	Kensington and Chelsea
E05009398	Norland	Kensington and Chelsea
E05009399	Notting Dale	Kensington and Chelsea
E05009400	Pembridge	Kensington and Chelsea
E05009401	Queen's Gate	Kensington and Chelsea
E05009402	Redcliffe	Kensington and Chelsea
E05009403	Royal Hospital	Kensington and Chelsea
E05009404	St Helen's	Kensington and Chelsea
E05009405	Stanley	Kensington and Chelsea
E05000400	Alexandra	Kingston upon Thames
E05000401	Berrylands	Kingston upon Thames
E05000402	Beverley	Kingston upon Thames
E05000403	Canbury	Kingston upon Thames
E05000404	Chessington North and Hook	Kingston upon Thames
E05000405	Chessington South	Kingston upon Thames
E05000406	Coombe Hill	Kingston upon Thames
E05000407	Coombe Vale	Kingston upon Thames
E05000408	Grove	Kingston upon Thames
E05000409	Norbiton	Kingston upon Thames
E05000410	Old Malden	Kingston upon Thames
E05000411	St. James	Kingston upon Thames
E05000412	St. Mark's	Kingston upon Thames
E05000413	Surbiton Hill	Kingston upon Thames
E05000414	Tolworth and Hook Rise	Kingston upon Thames
E05000415	Tudor	Kingston upon Thames
E05000416	Bishop's	Lambeth
E05000417	Brixton Hill	Lambeth
E05000418	Clapham Common	Lambeth
E05000419	Clapham Town	Lambeth
E05000420	Coldharbour	Lambeth
E05000421	Ferndale	Lambeth
E05000422	Gipsy Hill	Lambeth
E05000423	Herne Hill	Lambeth
E05000424	Knight's Hill	Lambeth
E05000425	Larkhall	Lambeth
E05000426	Oval	Lambeth
E05000427	Prince's	Lambeth
E05000428	St. Leonard's	Lambeth
E05000429	Stockwell	Lambeth
E05000430	Streatham Hill	Lambeth
E05000431	Streatham South	Lambeth
E05000432	Streatham Wells	Lambeth
E05000433	Thornton	Lambeth
E05000434	Thurlow Park	Lambeth
E05000435	Tulse Hill	Lambeth
E05000436	Vassall	Lambeth
E05000437	Bellingham	Lewisham
E05000438	Blackheath	Lewisham
E05000439	Brockley	Lewisham
E05000440	Catford South	Lewisham
E05000441	Crofton Park	Lewisham
E05000442	Downham	Lewisham
E05000443	Evelyn	Lewisham
E05000444	Forest Hill	Lewisham
E05000445	Grove Park	Lewisham
E05000446	Ladywell	Lewisham
E05000447	Lee Green	Lewisham
E05000448	Lewisham Central	Lewisham
E05000449	New Cross	Lewisham
E05000450	Perry Vale	Lewisham
E05000451	Rushey Green	Lewisham
E05000452	Sydenham	Lewisham
E05000453	Telegraph Hill	Lewisham
E05000454	Whitefoot	Lewisham
E05000455	Abbey	Merton
E05000456	Cannon Hill	Merton
E05000457	Colliers Wood	Merton
E05000458	Cricket Green	Merton
E05000459	Dundonald	Merton
E05000460	Figge's Marsh	Merton
E05000461	Graveney	Merton
E05000462	Hillside	Merton
E05000463	Lavender Fields	Merton
E05000464	Longthornton	Merton
E05000465	Lower Morden	Merton
E05000466	Merton Park	Merton
E05000467	Pollards Hill	Merton
E05000468	Ravensbury	Merton
E05000469	Raynes Park	Merton
E05000470	St. Helier	Merton
E05000471	Trinity	Merton
E05000472	Village	Merton
E05000473	West Barnes	Merton
E05000474	Wimbledon Park	Merton
E05000475	Beckton	Newham
E05000476	Boleyn	Newham
E05000477	Canning Town North	Newham
E05000478	Canning Town South	Newham
E05000479	Custom House	Newham
E05000480	East Ham Central	Newham
E05000481	East Ham North	Newham
E05000482	East Ham South	Newham
E05000483	Forest Gate North	Newham
E05000484	Forest Gate South	Newham
E05000485	Green Street East	Newham
E05000486	Green Street West	Newham
E05000487	Little Ilford	Newham
E05000488	Manor Park	Newham
E05000489	Plaistow North	Newham
E05000490	Plaistow South	Newham
E05000491	Royal Docks	Newham
E05000492	Stratford and New Town	Newham
E05000493	Wall End	Newham
E05000494	West Ham	Newham
E05000495	Aldborough	Redbridge
E05000496	Barkingside	Redbridge
E05000497	Bridge	Redbridge
E05000498	Chadwell	Redbridge
E05000499	Church End	Redbridge
E05000500	Clayhall	Redbridge
E05000501	Clementswood	Redbridge
E05000502	Cranbrook	Redbridge
E05000503	Fairlop	Redbridge
E05000504	Fullwell	Redbridge
E05000505	Goodmayes	Redbridge
E05000506	Hainault	Redbridge
E05000507	Loxford	Redbridge
E05000508	Mayfield	Redbridge
E05000509	Monkhams	Redbridge
E05000510	Newbury	Redbridge
E05000511	Roding	Redbridge
E05000512	Seven Kings	Redbridge
E05000513	Snaresbrook	Redbridge
E05000514	Valentines	Redbridge
E05000515	Wanstead	Redbridge
E05000516	Barnes	Richmond upon Thames
E05000517	East Sheen	Richmond upon Thames
E05000518	Fulwell and Hampton Hill	Richmond upon Thames
E05000519	Ham, Petersham & Richmond Riverside	Richmond upon Thames
E05000520	Hampton	Richmond upon Thames
E05000521	Hampton North	Richmond upon Thames
E05000522	Hampton Wick	Richmond upon Thames
E05000523	Heathfield	Richmond upon Thames
E05000524	Kew	Richmond upon Thames
E05000525	Mortlake and Barnes Common	Richmond upon Thames
E05000526	North Richmond	Richmond upon Thames
E05000527	St. Margarets & North Twickenham	Richmond upon Thames
E05000528	South Richmond	Richmond upon Thames
E05000529	South Twickenham	Richmond upon Thames
E05000530	Teddington	Richmond upon Thames
E05000531	Twickenham Riverside	Richmond upon Thames
E05000532	West Twickenham	Richmond upon Thames
E05000533	Whitton	Richmond upon Thames
E05000534	Brunswick Park	Southwark
E05000535	Camberwell Green	Southwark
E05000536	Cathedrals	Southwark
E05000537	Chaucer	Southwark
E05000538	College	Southwark
E05000539	East Dulwich	Southwark
E05000540	East Walworth	Southwark
E05000541	Faraday	Southwark
E05000542	Grange	Southwark
E05000543	Livesey	Southwark
E05000544	Newington	Southwark
E05000545	Nunhead	Southwark
E05000546	Peckham	Southwark
E05000547	Peckham Rye	Southwark
E05000548	Riverside	Southwark
E05000549	Rotherhithe	Southwark
E05000550	South Bermondsey	Southwark
E05000551	South Camberwell	Southwark
E05000552	Surrey Docks	Southwark
E05000553	The Lane	Southwark
E05000554	Village	Southwark
E05000555	Beddington North	Sutton
E05000556	Beddington South	Sutton
E05000557	Belmont	Sutton
E05000558	Carshalton Central	Sutton
E05000559	Carshalton South and Clockhouse	Sutton
E05000560	Cheam	Sutton
E05000561	Nonsuch	Sutton
E05000562	St. Helier	Sutton
E05000563	Stonecot	Sutton
E05000564	Sutton Central	Sutton
E05000565	Sutton North	Sutton
E05000566	Sutton South	Sutton
E05000567	Sutton West	Sutton
E05000568	The Wrythe	Sutton
E05000569	Wallington North	Sutton
E05000570	Wallington South	Sutton
E05000571	Wandle Valley	Sutton
E05000572	Worcester Park	Sutton
E05009317	Bethnal Green	Tower Hamlets
E05009318	Blackwall and Cubitt Town	Tower Hamlets
E05009319	Bow East	Tower Hamlets
E05009320	Bow West	Tower Hamlets
E05009321	Bromley North	Tower Hamlets
E05009322	Bromley South	Tower Hamlets
E05009323	Canary Wharf	Tower Hamlets
E05009324	Island Gardens	Tower Hamlets
E05009325	Lansbury	Tower Hamlets
E05009326	Limehouse	Tower Hamlets
E05009327	Mile End	Tower Hamlets
E05009328	Poplar	Tower Hamlets
E05009329	St Dunstan's	Tower Hamlets
E05009330	St Katharine's and Wapping	Tower Hamlets
E05009331	St Peter's	Tower Hamlets
E05009332	Shadwell	Tower Hamlets
E05009333	Spitalfields and Banglatown	Tower Hamlets
E05009334	Stepney Green	Tower Hamlets
E05009335	Weavers	Tower Hamlets
E05009336	Whitechapel	Tower Hamlets
E05000590	Cann Hall	Waltham Forest
E05000591	Cathall	Waltham Forest
E05000592	Chapel End	Waltham Forest
E05000593	Chingford Green	Waltham Forest
E05000594	Endlebury	Waltham Forest
E05000595	Forest	Waltham Forest
E05000596	Grove Green	Waltham Forest
E05000597	Hale End and Highams Park	Waltham Forest
E05000598	Hatch Lane	Waltham Forest
E05000599	High Street	Waltham Forest
E05000600	Higham Hill	Waltham Forest
E05000601	Hoe Street	Waltham Forest
E05000602	Larkswood	Waltham Forest
E05000603	Lea Bridge	Waltham Forest
E05000604	Leyton	Waltham Forest
E05000605	Leytonstone	Waltham Forest
E05000606	Markhouse	Waltham Forest
E05000607	Valley	Waltham Forest
E05000608	William Morris	Waltham Forest
E05000609	Wood Street	Waltham Forest
E05000610	Balham	Wandsworth
E05000611	Bedford	Wandsworth
E05000612	Earlsfield	Wandsworth
E05000613	East Putney	Wandsworth
E05000614	Fairfield	Wandsworth
E05000615	Furzedown	Wandsworth
E05000616	Graveney	Wandsworth
E05000617	Latchmere	Wandsworth
E05000618	Nightingale	Wandsworth
E05000619	Northcote	Wandsworth
E05000620	Queenstown	Wandsworth
E05000621	Roehampton	Wandsworth
E05000622	St. Mary's Park	Wandsworth
E05000623	Shaftesbury	Wandsworth
E05000624	Southfields	Wandsworth
E05000625	Thamesfield	Wandsworth
E05000626	Tooting	Wandsworth
E05000627	Wandsworth Common	Wandsworth
E05000628	West Hill	Wandsworth
E05000629	West Putney	Wandsworth
E05000630	Abbey Road	Westminster
E05000631	Bayswater	Westminster
E05000632	Bryanston and Dorset Square	Westminster
E05000633	Churchill	Westminster
E05000634	Church Street	Westminster
E05000635	Harrow Road	Westminster
E05000636	Hyde Park	Westminster
E05000637	Knightsbridge and Belgravia	Westminster
E05000638	Lancaster Gate	Westminster
E05000639	Little Venice	Westminster
E05000640	Maida Vale	Westminster
E05000641	Marylebone High Street	Westminster
E05000642	Queen's Park	Westminster
E05000643	Regent's Park	Westminster
E05000644	St. James's	Westminster
E05000645	Tachbrook	Westminster
E05000646	Vincent Square	Westminster
E05000647	Warwick	Westminster
E05000648	Westbourne	Westminster
E05000649	West End	Westminster